station,policy_name,train_year,train_year_label,eval_year,eval_year_label,seed,model_path,run_status,error_message,episode_completed,episode_length,final_grnwt,final_topwt,final_xlai,total_irrigation,total_n_fertilizer,mean_swfac,mean_nstres,mean_reward,sum_reward,daily_csv_path,figure_dir,notes,quality_gate_pass,quality_gate_reason
SYA,SYA_train2014_seed0_action_safe,2014,observed_low_rain_year,2015,observed_mid_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/SYA/SYA_train2014_seed0_action_safe.zip,ok,,True,143,10780.3369140625,18228.016357421875,1.241391658782959,200.0,300.0,0.0,0.0003445515265831,107.4086375404435,15359.43516828342,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/SYA/SYA_train2014_eval2015_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/SYA/SYA_train2014_seed0_action_safe/eval_2015,action_safe_eval,True,
SYA,SYA_train2014_seed0_action_safe,2014,observed_low_rain_year,2012,observed_high_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/SYA/SYA_train2014_seed0_action_safe.zip,ok,,True,135,9225.012817382812,14996.505126953123,0.97336608171463,200.0,300.0,0.0,0.0004247727217497,89.48217814781064,12080.094049954438,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/SYA/SYA_train2014_eval2012_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/SYA/SYA_train2014_seed0_action_safe/eval_2012,action_safe_eval,True,
SYA,SYA_train2015_seed0_action_safe,2015,observed_mid_rain_year,2015,observed_mid_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/SYA/SYA_train2015_seed0_action_safe.zip,ok,,True,143,10775.362548828123,18216.18896484375,1.2393053770065308,200.0,300.0,0.0,0.0003445515265831,107.32431540624944,15347.37710309367,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/SYA/SYA_train2015_eval2015_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/SYA/SYA_train2015_seed0_action_safe/eval_2015,action_safe_eval,True,
SYA,SYA_train2015_seed0_action_safe,2015,observed_mid_rain_year,2014,observed_low_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/SYA/SYA_train2015_seed0_action_safe.zip,ok,,True,144,10831.19873046875,19084.688720703125,1.3956142663955688,200.0,300.0,0.0,0.00046223650376,112.65763178967066,16222.698977712576,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/SYA/SYA_train2015_eval2014_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/SYA/SYA_train2015_seed0_action_safe/eval_2014,action_safe_eval,True,
SYA,SYA_train2015_seed0_action_safe,2015,observed_mid_rain_year,2012,observed_high_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/SYA/SYA_train2015_seed0_action_safe.zip,ok,,True,135,9219.265747070312,14984.906005859377,0.9716557264328004,200.0,300.0,0.0,0.0004247718387179,89.39456654967249,12068.266484205786,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/SYA/SYA_train2015_eval2012_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/SYA/SYA_train2015_seed0_action_safe/eval_2012,action_safe_eval,True,
SYA,SYA_train2012_seed0_action_safe,2012,observed_high_rain_year,2012,observed_high_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/SYA/SYA_train2012_seed0_action_safe.zip,ok,,True,135,9194.974975585938,14909.44580078125,0.9644899368286132,200.0,300.0,0.0,0.0004247696311385,88.83232786393206,11992.364261630828,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/SYA/SYA_train2012_eval2012_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/SYA/SYA_train2012_seed0_action_safe/eval_2012,action_safe_eval,True,
SYA,SYA_train2012_seed0_action_safe,2012,observed_high_rain_year,2014,observed_low_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/SYA/SYA_train2012_seed0_action_safe.zip,ok,,True,144,10799.345703125,18961.484375,1.3761756420135498,200.0,300.0,0.0,0.0005194130871031,111.79217067266411,16098.072576863631,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/SYA/SYA_train2012_eval2014_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/SYA/SYA_train2012_seed0_action_safe/eval_2014,action_safe_eval,True,
SYA,SYA_train2012_seed0_action_safe,2012,observed_high_rain_year,2015,observed_mid_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/SYA/SYA_train2012_seed0_action_safe.zip,ok,,True,143,10763.299560546877,18173.0078125,1.2343097925186155,200.0,300.0,0.0,0.0003445477752418,107.02245674710193,15304.211314835577,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/SYA/SYA_train2012_eval2015_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/SYA/SYA_train2012_seed0_action_safe/eval_2015,action_safe_eval,True,
LCA,LCA_train2010_seed0_action_safe,2010,observed_low_rain_year,2010,observed_low_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2010_seed0_action_safe.zip,ok,,True,92,8038.7762451171875,15680.54443359375,1.526848077774048,200.0,300.0,0.0,0.0002988078024076,138.41102450470495,12733.814254432857,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2010_eval2010_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2010_seed0_action_safe/eval_2010,action_safe_eval,True,
LCA,LCA_train2010_seed0_action_safe,2010,observed_low_rain_year,2011,observed_mid_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2010_seed0_action_safe.zip,ok,,True,102,8896.678466796875,16790.162353515625,1.6080371141433716,200.0,300.0,0.0005009729488223,0.0003445125093647,136.03036349227744,13875.0970762123,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2010_eval2011_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2010_seed0_action_safe/eval_2011,action_safe_eval,True,
LCA,LCA_train2010_seed0_action_safe,2010,observed_low_rain_year,2008,observed_intermediate_rain_year_3,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2010_seed0_action_safe.zip,ok,,True,105,9052.899169921877,16661.8359375,1.5380375385284424,200.0,300.0,0.000708414259411,0.0002794333866664,130.83616523867312,13737.79735006068,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2010_eval2008_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2010_seed0_action_safe/eval_2008,action_safe_eval,True,
LCA,LCA_train2010_seed0_action_safe,2010,observed_low_rain_year,2009,observed_high_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2010_seed0_action_safe.zip,ok,,True,102,9171.84814453125,17083.953857421875,1.7231448888778689,200.0,300.0,0.0,0.0002407490038404,138.9170686940547,14169.54100679358,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2010_eval2009_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2010_seed0_action_safe/eval_2009,action_safe_eval,True,
LCA,LCA_train2011_seed0_action_safe,2011,observed_mid_rain_year,2011,observed_mid_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2011_seed0_action_safe.zip,ok,,True,102,8939.747924804688,16983.831787109375,1.6451011896133425,200.0,300.0,0.0,0.0003513798994176,137.94887253861484,14070.784998938712,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2011_eval2011_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2011_seed0_action_safe/eval_2011,action_safe_eval,True,
LCA,LCA_train2011_seed0_action_safe,2011,observed_mid_rain_year,2010,observed_low_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2011_seed0_action_safe.zip,ok,,True,92,8040.0067138671875,15684.066162109377,1.5277537107467651,200.0,300.0,0.0,0.000298793549123,138.45029508584807,12737.427147898024,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2011_eval2010_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2011_seed0_action_safe/eval_2010,action_safe_eval,True,
LCA,LCA_train2011_seed0_action_safe,2011,observed_mid_rain_year,2008,observed_intermediate_rain_year_3,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2011_seed0_action_safe.zip,ok,,True,105,9080.765380859377,16808.8623046875,1.5671385526657104,200.0,300.0,0.0005506844747634,0.0002794174920944,132.25899845535267,13887.19483781203,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2011_eval2008_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2011_seed0_action_safe/eval_2008,action_safe_eval,True,
LCA,LCA_train2011_seed0_action_safe,2011,observed_mid_rain_year,2009,observed_high_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2011_seed0_action_safe.zip,ok,,True,102,9201.212768554688,17207.686767578125,1.7559237480163574,200.0,300.0,0.0,0.0002407490038404,140.14515114756333,14294.80541705146,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2011_eval2009_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2011_seed0_action_safe/eval_2009,action_safe_eval,True,
LCA,LCA_train2008_seed0_action_safe,2008,observed_intermediate_rain_year_3,2008,observed_intermediate_rain_year_3,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2008_seed0_action_safe.zip,ok,,True,105,9043.892822265623,16588.0859375,1.5289244651794434,200.0,300.0,0.0006335854530334,0.000279434521993,130.1197238979298,13662.571009282628,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2008_eval2008_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2008_seed0_action_safe/eval_2008,action_safe_eval,True,
LCA,LCA_train2008_seed0_action_safe,2008,observed_intermediate_rain_year_3,2010,observed_low_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2008_seed0_action_safe.zip,ok,,True,92,8033.2476806640625,15662.099609375,1.5227969884872437,200.0,300.0,0.0,0.0002988078024076,138.20809209770204,12715.144472988586,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2008_eval2010_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2008_seed0_action_safe/eval_2010,action_safe_eval,True,
LCA,LCA_train2008_seed0_action_safe,2008,observed_intermediate_rain_year_3,2011,observed_mid_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2008_seed0_action_safe.zip,ok,,True,102,8803.792114257812,16683.013916015625,1.6018638610839844,200.0,300.0,0.0008922254337983,0.000343767451305,134.96163708987766,13766.08698316752,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2008_eval2011_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2008_seed0_action_safe/eval_2011,action_safe_eval,True,
LCA,LCA_train2008_seed0_action_safe,2008,observed_intermediate_rain_year_3,2009,observed_high_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2008_seed0_action_safe.zip,ok,,True,102,9159.51904296875,17061.552734375,1.7098468542099,200.0,300.0,0.0,0.0002407484194811,138.69097268795383,14146.479214171291,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2008_eval2009_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2008_seed0_action_safe/eval_2009,action_safe_eval,True,
LCA,LCA_train2009_seed0_action_safe,2009,observed_high_rain_year,2009,observed_high_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2009_seed0_action_safe.zip,ok,,True,102,9201.157836914062,17205.345458984375,1.755858302116394,200.0,300.0,0.0,0.0002407490038404,140.12201346443388,14292.445373372257,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2009_eval2009_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2009_seed0_action_safe/eval_2009,action_safe_eval,True,
LCA,LCA_train2009_seed0_action_safe,2009,observed_high_rain_year,2010,observed_low_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2009_seed0_action_safe.zip,ok,,True,92,8041.361083984375,15688.602294921877,1.52875018119812,200.0,300.0,0.0,0.0002987805915915,138.50030430541116,12742.027996097826,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2009_eval2010_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2009_seed0_action_safe/eval_2010,action_safe_eval,True,
LCA,LCA_train2009_seed0_action_safe,2009,observed_high_rain_year,2011,observed_mid_rain_year,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2009_seed0_action_safe.zip,ok,,True,102,8930.289916992188,16936.0498046875,1.6367965936660769,200.0,300.0,0.0,0.0003517527206271,137.47532899252064,14022.483557237108,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2009_eval2011_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2009_seed0_action_safe/eval_2011,action_safe_eval,True,
LCA,LCA_train2009_seed0_action_safe,2009,observed_high_rain_year,2008,observed_intermediate_rain_year_3,0,Leave_One_experiments/ppo_action_safe_site_training/models/LCA/LCA_train2009_seed0_action_safe.zip,ok,,True,105,9076.801147460938,16783.1201171875,1.5629113912582395,200.0,300.0,0.0005073819841657,0.0002794163567679,132.01301492155866,13861.36656676366,Leave_One_experiments/ppo_action_safe_site_training/daily_outputs/LCA/LCA_train2009_eval2008_seed0_action_safe_daily.csv,Leave_One_experiments/ppo_action_safe_site_training/figures/LCA/LCA_train2009_seed0_action_safe/eval_2008,action_safe_eval,True,
